Column,OBJECTI,ParclID,ClassCd,LivUnts,Address,Owner,TotAppr,LndAppr,ImprApp,TtAssss,LndAsss,ImprAss,LndAcrs,OWNERNM,imprvdR,mncpll_,vacant,undr_tl,fnl_scr,ecn_scr,bus_scr,env_scr,grcry_s,job_scr,prks_sc,trn_scr,trnsp_s,vacant2,undr_tl2,fnl_scr2
3415,338319,14 007500020546,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51900,51900,0,0,20760,0,0.1488,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3416,338319,14 007500020546,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51900,51900,0,0,20760,0,0.1488,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3417,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3418,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3419,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3420,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3421,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3422,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3423,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3424,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3425,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3426,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3427,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3428,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3429,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3430,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3431,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3432,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3433,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3434,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3435,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3436,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3437,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3438,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3439,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3440,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3441,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3442,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3443,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3444,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3445,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3446,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3447,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3448,338363,14 007500020553,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3449,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3450,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3451,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3452,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3453,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3454,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3455,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3456,339480,14 007500060385,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3457,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3458,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3459,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3460,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3461,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3462,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3463,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3464,339541,14 007500060377,E1,0,0 CENTRAL AVE SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,51500,51500,0,0,20600,0,0.1457,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3465,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3466,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3467,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3468,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3469,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3470,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3471,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3472,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3473,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3474,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3475,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3476,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3477,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3478,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3479,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3480,338335,14 007500020397,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50700,50700,0,0,20280,0,0.1399,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3484,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3485,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3486,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3487,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3488,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3489,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3490,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3491,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3492,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3493,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
3494,338313,14 007500020405,E1,0,0 RALPH D ABERNATHY BLVD SW,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,50600,50600,0,0,20240,0,0.1388,CITY OF ATLANTA & FULTON COUNTY RECREATION AUTHORITY THE,1,1,1,NA,5.125082195,0.476661143,1,0,1,0.968421053,1,0,0.68,TRUE,FALSE,5
